,Match Number,Stadium,Date,Time,Home Team,Away Team,Innings,Batting Team,Over,Runs,Bowler,Batsmen,Commentary,Result
805,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,5.2,0,Fazalhaq Farooqi , Jos Buttler,"Yorker ball, pitching outside off stump, Jos Buttler plays an aggressive off drive on the front foot and is beaten",Rajasthan Royals Won by 72 Runs
806,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,5.1,4,Fazalhaq Farooqi , Jos Buttler,"Short of good length ball, pitching outside leg stump, Jos Buttler plays an aggressive pull shot on the back foot for 4 runs",Rajasthan Royals Won by 72 Runs
807,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,4.6,1,T Natarajan , Jos Buttler,"Good length ball, pitching on leg stump, Jos Buttler uncomfortably plays an aggressive lofted on drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
808,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,4.5,4,T Natarajan , Jos Buttler,"Good length ball, pitching outside off stump, Jos Buttler plays an aggressive cover drive on the front foot for 4 runs",Rajasthan Royals Won by 72 Runs
809,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,4.4,4,T Natarajan , Jos Buttler,"CUT AWAY! short of good length ball, pitching on off stump, Jos Buttler waits on it and cuts it past backward point for a boundary! He is picking the length early, Jos Buttler!",Rajasthan Royals Won by 72 Runs
810,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,4.3,4,T Natarajan , Jos Buttler,"TAKES THE AERIAL ROUTE AGAIN! full length ball, pitching outside off stump, Jos Buttler gets underneath that one and drives it above the fielder at covers. Did not time it well but enough to reach the boundary! ",Rajasthan Royals Won by 72 Runs
811,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,4.2,0,T Natarajan , Jos Buttler,"Good length ball, pitching outside off stump, Jos Buttler plays an aggressive lofted off drive on the front foot and is beaten",Rajasthan Royals Won by 72 Runs
812,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,4.1,4,T Natarajan , Jos Buttler,"OFF DRIVE FROM BUTTLER! good length ball, pitching on leg stump, Jos Buttler just drives through the line,  Hits it in the air but wide of the fielder at mid-off. ",Rajasthan Royals Won by 72 Runs
813,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,3.6,2,Washington Sundar , Yashasvi Jaiswal,"Short of good length ball, pitching outside off stump, Yashasvi Jaiswal plays an aggressive off drive on the back foot for 2 runs",Rajasthan Royals Won by 72 Runs
814,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,3.5,4,Washington Sundar , Yashasvi Jaiswal,"SWEPT AWAY! full length ball, pitching on leg stump, Yashasvi Jaiswal gets down to play the sweep and connects well. Goes over the fielder at backward square leg, safe shot in a powerplay! ",Rajasthan Royals Won by 72 Runs
815,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,3.4,1,Washington Sundar , Jos Buttler,"Good length ball, pitching outside off stump, Jos Buttler plays a slog sweep for a single. THAT IS FIFTY PARTNERSHIPS OF JUST 22 BALLS! ",Rajasthan Royals Won by 72 Runs
816,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,3.3,0,Washington Sundar , Jos Buttler,"Short of good length ball, pitching outside off stump, Jos Buttler plays an aggressive cover drive on the back foot, straight to the fielder",Rajasthan Royals Won by 72 Runs
817,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,3.2,6,Washington Sundar , Jos Buttler,"CONSECUTIVE SIXES! short of good length ball, pitching outside off stump, Jos Buttler once again quickly goes on the backfoot and once again plays the pull that goes all the way. Sundar under pressure!",Rajasthan Royals Won by 72 Runs
818,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,3.1,6,Washington Sundar , Jos Buttler,"WASHINGTON SUNDAR  WELCOMED WITH A SIX! short of good length ball, pitching outside off stump, Jos Buttler quickly rocks back and pulls it all the way into the mid-wicket stands. That was hit with some power!",Rajasthan Royals Won by 72 Runs
819,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,2.6,0,Bhuvneshwar Kumar , Yashasvi Jaiswal,"Good length ball, pitching outside off stump, Yashasvi Jaiswal plays an aggressive cover drive on the back foot and is beaten",Rajasthan Royals Won by 72 Runs
820,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,2.5,4,Bhuvneshwar Kumar , Yashasvi Jaiswal,"Short length ball, pitching outside leg stump, Yashasvi Jaiswal plays an upper cut for 4 runs",Rajasthan Royals Won by 72 Runs
821,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,2.4,4,Bhuvneshwar Kumar , Yashasvi Jaiswal,"Good length ball, pitching outside leg stump, Yashasvi Jaiswal plays an aggressive on drive on the front foot for 4 runs",Rajasthan Royals Won by 72 Runs
822,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,2.3,1,Bhuvneshwar Kumar , Jos Buttler,"Good length ball, pitching outside off stump, Jos Buttler plays an aggressive off drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
823,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,2.2,2,Bhuvneshwar Kumar , Jos Buttler,"Good length ball, pitching outside off stump, Jos Buttler plays a defensive forward push for 2 runs",Rajasthan Royals Won by 72 Runs
824,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,2.1,6,Bhuvneshwar Kumar , Jos Buttler,"EFFORTLESS FROM BUTTLER! good length ball, pitching on off stump, Jos Buttler plays just leans into it and flicks it all the way towards deep mid-wicket for half a dozen! That is just effortless from the Englishman!",Rajasthan Royals Won by 72 Runs
825,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,1.6,0,Fazalhaq Farooqi , Yashasvi Jaiswal,"Short of good length ball, pitching outside off stump, Yashasvi Jaiswal uncomfortably plays an aggressive pull shot on the back foot, no run",Rajasthan Royals Won by 72 Runs
826,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,1.5,4,Fazalhaq Farooqi , Yashasvi Jaiswal,"PULLED AWAY! short length ball, pitching outside off stump, Yashasvi Jaiswal plays stands tall and pulls it towards deep mid-wicket for another four. ",Rajasthan Royals Won by 72 Runs
827,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,1.4,3,Fazalhaq Farooqi , Jos Buttler,"Good length ball, pitching outside leg stump, Jos Buttler plays an aggressive front foot flick for 3 runs",Rajasthan Royals Won by 72 Runs
828,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,1.3,3,Fazalhaq Farooqi , Yashasvi Jaiswal,"Good length ball, pitching outside off stump, Yashasvi Jaiswal steps down and plays an aggressive lofted cover drive for 3 runs",Rajasthan Royals Won by 72 Runs
829,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,1.2,0,Fazalhaq Farooqi , Yashasvi Jaiswal,"Good length ball, pitching outside off stump, Yashasvi Jaiswal plays an aggressive off drive on the front foot, straight to the fielder",Rajasthan Royals Won by 72 Runs
830,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,1.1,4,Fazalhaq Farooqi , Yashasvi Jaiswal,"CLIPPED OF THE PADS! full length ball, pitching on off stump and angling in, Yashasvi Jaiswal flicks it of his legs towards the vacant mid-wicket region for a boundary! Can't bowl him there!",Rajasthan Royals Won by 72 Runs
831,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,0.6,0,Bhuvneshwar Kumar , Jos Buttler,"Full length ball, pitching on off stump, Jos Buttler plays an aggressive on drive on the front foot, straight to the fielder",Rajasthan Royals Won by 72 Runs
832,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,0.5,0,Bhuvneshwar Kumar , Jos Buttler,"Short of good length ball, pitching outside off stump, Jos Buttler plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
833,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,0.4,0,Bhuvneshwar Kumar , Jos Buttler,"Good length ball, pitching outside off stump, Jos Buttler steps down and plays an aggressive off drive, straight to the fielder",Rajasthan Royals Won by 72 Runs
834,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,0.3,1,Bhuvneshwar Kumar , Yashasvi Jaiswal,"Good length ball, pitching on leg stump, Yashasvi Jaiswal steps down and plays an aggressive on drive for a single",Rajasthan Royals Won by 72 Runs
835,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,0.2,4,Bhuvneshwar Kumar , Yashasvi Jaiswal,"FIRST BOUNDARY FOR RR AND JAISWAL! good length ball, pitching on off stump, Yashasvi Jaiswal just pushes it gently and manages to beat the fielder at mid-off. That is exquisite timing from the left-hander!",Rajasthan Royals Won by 72 Runs
836,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,0.2,1 WD,Bhuvneshwar Kumar , Yashasvi Jaiswal,"Good length ball, pitching outside leg stump, Yashasvi Jaiswal leg glances it, 1 wide(s) gets added to the extras",Rajasthan Royals Won by 72 Runs
837,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,1,RR Innings,0.1,0,Bhuvneshwar Kumar , Yashasvi Jaiswal,"Skipper Bhuvneshwar Kumar to start the proceedings with the ball! good length ball, pitching outside leg stump, Yashasvi Jaiswal uncomfortably steps down and flicks the ball , no run",Rajasthan Royals Won by 72 Runs
838,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,19.6,0,Navdeep Saini , Abdul Samad,"Short of good length ball, pitching outside off stump, Abdul Samad plays an aggressive pull shot on the front foot and is beaten",Rajasthan Royals Won by 72 Runs
839,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,19.5,4,Navdeep Saini , Abdul Samad,"Good length ball, pitching on off stump and angling in, Abdul Samad flicks it off his legs to collect four runs towards fine leg. This is poor bowling from Saini. ",Rajasthan Royals Won by 72 Runs
840,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,19.4,4,Navdeep Saini , Abdul Samad,"SLICED BEHIND BACKWARD POINT! full length ball, pitching outside off stump, Abdul Samad capitalizes on the width offered and slices it over the fielder at backward point for a boundary! ",Rajasthan Royals Won by 72 Runs
841,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,19.3,1,Navdeep Saini , Umran Malik,"Short of good length ball, pitching outside off stump, Umran Malik plays an aggressive pull shot on the front foot for a single",Rajasthan Royals Won by 72 Runs
842,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,19.3,7 NB,Navdeep Saini , Umran Malik,"SIX OFF A NO BALL! short of good length ball, pitching outside off stump, Umran Malik once again throws his bat at it, hammers it across for a huge six! What a shot! ",Rajasthan Royals Won by 72 Runs
843,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,19.2,1,Navdeep Saini , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad uncomfortably plays an aggressive lofted on drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
844,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,19.1,6,Navdeep Saini , Abdul Samad,"BANG! SIX! good length ball, pitching on off stump, Abdul Samad gets the front leg out of the way and heaves it across towards deep mid-wicket for a maximum! Samad can hit it a long way, a strong lad from Jammu & Kashmir!",Rajasthan Royals Won by 72 Runs
845,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,18.6,2,Trent Boult , Umran Malik,"Full toss ball, on off stump, Umran Malik plays an aggressive cover drive on the front foot for 2 runs",Rajasthan Royals Won by 72 Runs
846,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,18.5,6,Trent Boult , Umran Malik,"UMRAN MALIK ENJOYING HIMSELF IN THE MIDDLE! good length ball, pitching outside leg stump, Umran Malik hoicks it across and gets enough behind it to take it all the way towards the mid-wicket fence. ",Rajasthan Royals Won by 72 Runs
847,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,18.4,4,Trent Boult , Umran Malik,"GETS HOLD OF THAT ONE! good length ball, pitching outside off stump, Umran Malik clears his front leg and lofts it over the fielder at mid-off for a boundary! ",Rajasthan Royals Won by 72 Runs
848,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,18.3,0,Trent Boult , Umran Malik,"Yorker ball, pitching on leg stump, Umran Malik plays a forward defensive shot, no run",Rajasthan Royals Won by 72 Runs
849,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,18.2,0,Trent Boult , Umran Malik,"Good length ball, pitching outside off stump, Umran Malik plays an aggressive lofted off drive on the front foot and is beaten",Rajasthan Royals Won by 72 Runs
850,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,18.1,1,Trent Boult , Abdul Samad,"Full toss ball, outside off stump, Abdul Samad aggressively plays a square drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
851,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,17.6,0,Yuzvendra Chahal , Umran Malik,"Full length ball, pitching on leg stump, Umran Malik plays a defensive forward push, no run",Rajasthan Royals Won by 72 Runs
852,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,17.5,W,Yuzvendra Chahal , Bhuvneshwar Kumar,"FOURTH WICKET FOR THE LEGGIE! good length ball, pitching outside off stump, was a googly that turns back in,  Bhuvneshwar Kumar misses it while looking to drive through covers. The ball crashes into the stumps. This is wicket number 170 for Chahal. 2nd most in the list of Most IPL Wickets equalling Lasith Malinga!  WICKET Bhuvneshwar Kumar b Yuzvendra Chahal (Sunrisers Hyderabad 95 Runs for 8 wickets)",Rajasthan Royals Won by 72 Runs
853,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,17.4,0,Yuzvendra Chahal , Bhuvneshwar Kumar,"Good length ball, pitching on middle stump, Bhuvneshwar Kumar uncomfortably plays an aggressive lofted off drive on the front foot, no run",Rajasthan Royals Won by 72 Runs
854,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,17.3,2,Yuzvendra Chahal , Bhuvneshwar Kumar,"Good length ball, pitching on leg stump, Bhuvneshwar Kumar plays a defensive forward push for 2 runs",Rajasthan Royals Won by 72 Runs
855,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,17.2,1,Yuzvendra Chahal , Abdul Samad,"Good length ball, pitching on leg stump, Abdul Samad steps down and plays an aggressive on drive for a single",Rajasthan Royals Won by 72 Runs
856,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,17.1,0,Yuzvendra Chahal , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad plays an aggressive cover drive on the back foot and is beaten",Rajasthan Royals Won by 72 Runs
857,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,16.6,1,Jason Holder , Abdul Samad,"Short of good length ball, pitching outside off stump, Abdul Samad plays an aggressive pull shot on the back foot for a single",Rajasthan Royals Won by 72 Runs
858,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,16.5,0,Jason Holder , Abdul Samad,"Full toss ball, outside off stump, Abdul Samad plays an aggressive cover drive on the front foot and is beaten",Rajasthan Royals Won by 72 Runs
859,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,16.4,1,Jason Holder , Bhuvneshwar Kumar,"Short of good length ball, pitching outside off stump, Bhuvneshwar Kumar plays a defensive shot on back foot for a single",Rajasthan Royals Won by 72 Runs
860,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,16.3,0,Jason Holder , Bhuvneshwar Kumar,"Short of good length ball, pitching outside off stump, Bhuvneshwar Kumar plays an aggressive cut shot and is beaten",Rajasthan Royals Won by 72 Runs
861,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,16.2,1,Jason Holder , Abdul Samad,"Good length ball, pitching on off stump, Abdul Samad plays an aggressive front foot flick for a single",Rajasthan Royals Won by 72 Runs
862,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,16.1,0,Jason Holder , Abdul Samad,"Short of good length ball, pitching outside off stump, Abdul Samad plays an aggressive pull shot on the front foot and is beaten",Rajasthan Royals Won by 72 Runs
863,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,15.6,1,Ravichandran Ashwin , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad plays a defensive back foot push for a single",Rajasthan Royals Won by 72 Runs
864,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,15.5,1,Ravichandran Ashwin , Bhuvneshwar Kumar,"Good length ball, pitching outside off stump, Bhuvneshwar Kumar plays a defensive shot on back foot for a single",Rajasthan Royals Won by 72 Runs
865,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,15.4,0,Ravichandran Ashwin , Bhuvneshwar Kumar,"Good length ball, pitching on off stump, Bhuvneshwar Kumar plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
866,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,15.3,0,Ravichandran Ashwin , Bhuvneshwar Kumar,"Good length ball, pitching outside off stump, Bhuvneshwar Kumar plays an aggressive cover drive on the front foot and is beaten, Appeal from the fielding side for Stumping but the batter is inside. Not out says the TV Umpire!",Rajasthan Royals Won by 72 Runs
867,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,15.2,1,Ravichandran Ashwin , Abdul Samad,"Full length ball, pitching on leg stump, Abdul Samad plays an aggressive on drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
868,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,15.1,1,Ravichandran Ashwin , Bhuvneshwar Kumar,"Good length ball, pitching outside off stump, Bhuvneshwar Kumar plays a defensive shot on back foot for a single",Rajasthan Royals Won by 72 Runs
869,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,14.6,1,Asif K M , Bhuvneshwar Kumar,"Full toss ball, on leg stump, Bhuvneshwar Kumar plays a defensive forward push for a single",Rajasthan Royals Won by 72 Runs
870,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,14.5,1,Asif K M , Abdul Samad,"Short of good length ball, pitching outside off stump, Abdul Samad plays an aggressive cut shot for a single",Rajasthan Royals Won by 72 Runs
871,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,14.4,0,Asif K M , Abdul Samad,"Yorker ball, pitching outside off stump, Abdul Samad aggressively plays a square drive on the front foot and is beaten",Rajasthan Royals Won by 72 Runs
872,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,14.3,0,Asif K M , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad uncomfortably plays an aggressive on drive on the front foot, no run",Rajasthan Royals Won by 72 Runs
873,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,14.2,0,Asif K M , Abdul Samad,"Full toss ball, on off stump, Abdul Samad plays an aggressive off drive on the front foot, straight to the fielder",Rajasthan Royals Won by 72 Runs
874,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,14.1,2,Asif K M , Abdul Samad,"Full toss ball, outside off stump, Abdul Samad plays an aggressive cover drive on the front foot for 2 runs",Rajasthan Royals Won by 72 Runs
875,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,13.6,W,Yuzvendra Chahal , Adil Rashid,"CHAHAL PICKS HIS THIRD OF THE NIGHT! good length ball, pitching outside off stump, tossed up leg-spinning delivery beats Adil Rashid who was looking to go downtown. The Keeper whips the bails off in a jiffy giving no chance to the batter to come back into the crease. This is easy work for the Skipper Sanju Samson. WICKET Adil Rashid st Sanju Samson b Yuzvendra Chahal (Sunrisers Hyderabad 81 Runs for 7 wickets)",Rajasthan Royals Won by 72 Runs
876,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,13.5,0,Yuzvendra Chahal , Adil Rashid,"Good length ball, pitching outside leg stump, Adil Rashid paddle sweeps it, straight to the fielder",Rajasthan Royals Won by 72 Runs
877,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,13.4,2,Yuzvendra Chahal , Adil Rashid,"Good length ball, pitching outside leg stump, Adil Rashid steps down and flicks the ball for 2 runs",Rajasthan Royals Won by 72 Runs
878,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,13.3,2,Yuzvendra Chahal , Adil Rashid,"Good length ball, pitching outside off stump, Adil Rashid plays an aggressive cut shot for 2 runs",Rajasthan Royals Won by 72 Runs
879,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,13.2,1,Yuzvendra Chahal , Abdul Samad,"Good length ball, pitching outside leg stump, Abdul Samad plays an aggressive on drive off the back foot for a single",Rajasthan Royals Won by 72 Runs
880,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,13.1,1,Yuzvendra Chahal , Adil Rashid,"Good length ball, pitching on leg stump, Adil Rashid steps down and plays an aggressive lofted on drive for a single",Rajasthan Royals Won by 72 Runs
881,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,12.6,1,Navdeep Saini , Adil Rashid,"Short of good length ball, pitching outside off stump, Adil Rashid plays a defensive back foot push for a single",Rajasthan Royals Won by 72 Runs
882,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,12.5,1,Navdeep Saini , Abdul Samad,"Full length ball, pitching on off stump, Abdul Samad drives it straight aggressively using the front foot for a single",Rajasthan Royals Won by 72 Runs
883,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,12.4,1,Navdeep Saini , Adil Rashid,"Good length ball, pitching outside off stump, Adil Rashid uncomfortably plays an aggressive cover drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
884,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,12.3,4,Navdeep Saini , Adil Rashid,"Full toss ball, on leg stump, Adil Rashid plays an aggressive lofted on drive on the front foot for 4 runs",Rajasthan Royals Won by 72 Runs
885,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,12.3,2 NB,Navdeep Saini , Abdul Samad,"Full toss ball, on leg stump, Abdul Samad plays an aggressive pull shot on the back foot , 1 No-Ball. The bowling team reckons that it was below the waistline and has referred it to the TV Umpire. But the on-field decision stays. DRS LOST!",Rajasthan Royals Won by 72 Runs
886,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,12.3,2 NB,Navdeep Saini , Adil Rashid,"Short of good length ball, pitching outside off stump, Adil Rashid uncomfortably plays an aggressive cut shot , 1 No-Ball",Rajasthan Royals Won by 72 Runs
887,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,12.2,0,Navdeep Saini , Adil Rashid,"Good length ball, pitching outside off stump, Adil Rashid plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
